,timestamp,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,has_availability,predictions
18214,1660463533,Staten Island,Other,Entire home/apt,135,3,2,0.86,3,36,yes,123.0
18215,1660463605,Queens,Other,Private room,47,1,87,2.35,8,156,yes,60.0
18216,1660463624,Manhattan,East Harlem,Private room,125,1,1,1.0,4,87,yes,126.0
18217,1660464000,Brooklyn,Clinton Hill,Entire home/apt,105,1,3,0.4,1,0,no,99.0
18218,1660464125,Manhattan,Upper East Side,Private room,132,1,14,0.51,3,326,yes,119.0
18219,1660464159,Brooklyn,Bushwick,Private room,59,5,26,0.93,4,325,yes,57.0
18220,1660464203,Bronx,Other,Private room,55,1,0,0.0,1,236,yes,56.0
18221,1660464393,Brooklyn,Bushwick,Private room,60,1,0,0.0,1,0,no,58.0
18222,1660464527,Bronx,Other,Entire home/apt,99,1,67,6.07,1,337,yes,85.0
18223,1660464672,Manhattan,Midtown,Entire home/apt,170,2,9,0.26,3,0,no,150.0
18224,1660464688,Manhattan,Other,Entire home/apt,190,5,9,0.26,1,0,no,192.0
18225,1660464730,Manhattan,Lower East Side,Private room,100,4,0,0.0,1,0,no,82.0
18226,1660464775,Brooklyn,Bedford-Stuyvesant,Private room,55,1,1,0.03,1,6,yes,31.0
18227,1660464818,Manhattan,Washington Heights,Entire home/apt,72,7,27,0.46,1,73,yes,68.0
18228,1660464890,Brooklyn,Bedford-Stuyvesant,Private room,55,1,4,0.53,1,0,no,64.0
18229,1660464894,Manhattan,East Harlem,Private room,70,1,6,0.95,1,0,no,58.0
18230,1660465088,Brooklyn,Greenpoint,Entire home/apt,125,2,104,1.09,1,22,yes,131.0
18231,1660465137,Brooklyn,Other,Private room,90,1,87,4.29,1,108,yes,86.0
18232,1660465140,Bronx,Other,Private room,45,5,30,0.98,2,318,yes,55.0
18233,1660465177,Brooklyn,Other,Private room,45,1,13,0.65,2,0,no,65.0
18234,1660465185,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,110,3,51,4.16,1,46,yes,111.0
18235,1660465208,Brooklyn,Other,Private room,50,1,1,1.0,1,86,yes,51.0
18236,1660465286,Brooklyn,Other,Private room,35,10,1,0.02,2,0,no,35.0
18237,1660465320,Bronx,Other,Entire home/apt,69,2,25,3.66,1,92,yes,52.0
18238,1660465377,Brooklyn,Greenpoint,Entire home/apt,120,3,2,0.05,1,0,no,120.0
18239,1660465438,Brooklyn,Williamsburg,Entire home/apt,275,3,1,0.11,1,0,no,282.0
18240,1660465746,Manhattan,Lower East Side,Private room,85,1,4,0.21,3,0,no,107.0
18241,1660465831,Brooklyn,Williamsburg,Private room,74,29,17,0.55,1,0,no,69.0
18242,1660465834,Manhattan,Hell's Kitchen,Entire home/apt,135,2,2,0.04,1,0,no,140.0
18243,1660465881,Manhattan,East Harlem,Private room,99,1,20,2.03,1,0,no,113.0
18244,1660465959,Brooklyn,Other,Private room,70,2,7,2.63,1,37,yes,77.0
18245,1660466028,Queens,Other,Private room,55,1,37,1.46,1,0,no,58.0
18246,1660466034,Brooklyn,Fort Greene,Private room,48,30,1,1.0,25,322,yes,59.0
18247,1660466049,Manhattan,Hell's Kitchen,Entire home/apt,225,2,0,0.0,1,270,yes,218.0
18248,1660466067,Manhattan,East Harlem,Entire home/apt,115,3,67,3.98,2,132,yes,130.0
18249,1660466146,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,235,2,76,3.64,2,121,yes,237.0
18250,1660466155,Manhattan,Harlem,Entire home/apt,130,2,185,3.76,1,300,yes,148.0
18251,1660466259,Brooklyn,Park Slope,Entire home/apt,325,4,2,0.05,1,0,no,321.0
18252,1660466266,Manhattan,Financial District,Entire home/apt,400,30,0,0.0,1,290,yes,403.0
18253,1660466287,Manhattan,Midtown,Entire home/apt,124,2,14,0.42,1,0,no,133.0
18254,1660466341,Brooklyn,Bushwick,Private room,50,20,0,0.0,1,0,no,53.0
18255,1660466387,Manhattan,Hell's Kitchen,Entire home/apt,534,30,0,0.0,18,365,yes,521.0
18256,1660466412,Brooklyn,Bushwick,Private room,38,1,33,1.83,6,1,yes,38.0
18257,1660466431,Brooklyn,East Flatbush,Private room,150,5,1,0.39,1,0,no,165.0
18258,1660466436,Manhattan,East Village,Entire home/apt,300,2,16,5.78,1,52,yes,314.0
18259,1660466500,Queens,Other,Private room,50,30,5,0.4,3,296,yes,47.0
18260,1660466517,Queens,Long Island City,Entire home/apt,150,2,1,0.02,1,0,no,143.0
18261,1660466520,Brooklyn,Other,Entire home/apt,135,2,19,0.6,1,35,yes,136.0
18262,1660466572,Manhattan,Harlem,Entire home/apt,120,4,5,0.26,1,0,no,123.0
18263,1660466578,Manhattan,Chelsea,Private room,90,30,83,1.2,1,282,yes,88.0
18264,1660466833,Manhattan,Washington Heights,Private room,140,1,0,0.0,1,363,yes,141.0
18265,1660466906,Brooklyn,Williamsburg,Entire home/apt,245,5,32,0.63,1,305,yes,259.0
18266,1660466977,Brooklyn,Greenpoint,Entire home/apt,181,1,35,4.12,1,37,yes,176.0
18267,1660467067,Manhattan,Midtown,Entire home/apt,320,1,7,7.0,1,121,yes,318.0
18268,1660467080,Manhattan,East Village,Entire home/apt,150,1,8,4.9,1,15,yes,135.0
18269,1660467112,Brooklyn,Fort Greene,Private room,95,2,163,1.66,2,331,yes,86.0
18270,1660467127,Brooklyn,Crown Heights,Private room,100,3,3,0.08,1,89,yes,108.0
18271,1660467146,Manhattan,East Harlem,Entire home/apt,105,1,142,4.62,3,11,yes,94.0
18272,1660467150,Brooklyn,Other,Private room,36,2,70,3.43,3,326,yes,29.0
18273,1660467153,Manhattan,Midtown,Entire home/apt,157,5,11,0.91,1,0,no,146.0
18274,1660467200,Manhattan,Other,Entire home/apt,300,3,11,0.32,1,0,no,306.0
18275,1660467256,Brooklyn,Clinton Hill,Entire home/apt,197,4,7,0.26,2,0,no,191.0
18276,1660467263,Brooklyn,Other,Private room,36,7,8,0.71,2,81,yes,42.0
18277,1660467457,Manhattan,Upper West Side,Entire home/apt,70,15,0,0.0,1,0,no,67.0
18278,1660467487,Brooklyn,Other,Private room,49,1,67,1.56,1,8,yes,51.0
18279,1660467523,Brooklyn,Fort Greene,Entire home/apt,97,3,0,0.0,1,0,no,105.0
18280,1660467807,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,2,3,0.19,3,0,no,144.0
18281,1660467919,Manhattan,Harlem,Private room,70,1,4,1.14,9,260,yes,76.0
18282,1660467953,Manhattan,Other,Entire home/apt,385,2,1,1.0,1,28,yes,374.0
18283,1660468072,Brooklyn,Williamsburg,Private room,89,8,6,0.13,3,0,no,87.0
18284,1660468120,Brooklyn,Bedford-Stuyvesant,Private room,53,2,24,2.93,2,337,yes,76.0
18285,1660468121,Manhattan,West Village,Entire home/apt,150,3,1,0.03,1,0,no,142.0
18286,1660468291,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,1,10,3.57,1,206,yes,142.0
18287,1660468331,Manhattan,Lower East Side,Entire home/apt,220,2,146,3.45,1,112,yes,221.0
18288,1660468459,Queens,Other,Entire home/apt,129,3,7,1.11,4,280,yes,127.0
18289,1660468572,Manhattan,Upper East Side,Entire home/apt,275,3,7,0.11,3,157,yes,266.0
18290,1660468581,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2,3,0.38,2,0,no,155.0
18291,1660468640,Brooklyn,Other,Private room,150,2,8,0.53,2,0,no,142.0
18292,1660468652,Manhattan,Upper East Side,Entire home/apt,163,30,0,0.0,33,364,yes,153.0
18293,1660468662,Brooklyn,Other,Private room,52,1,13,0.53,2,365,yes,48.0
18294,1660468844,Staten Island,Other,Private room,300,1,0,0.0,1,0,no,296.0
18295,1660468978,Bronx,Other,Private room,65,3,54,3.69,4,64,yes,56.0
18296,1660469090,Manhattan,West Village,Entire home/apt,140,25,0,0.0,2,73,yes,128.0
18297,1660469153,Brooklyn,Bushwick,Private room,65,2,21,3.84,8,321,yes,65.0
18298,1660469155,Manhattan,West Village,Entire home/apt,120,1,58,0.91,1,99,yes,113.0
18299,1660469253,Manhattan,Harlem,Private room,110,2,9,0.26,4,280,yes,123.0
18300,1660469254,Brooklyn,Other,Entire home/apt,150,4,0,0.0,1,5,yes,148.0
18301,1660469395,Queens,Other,Entire home/apt,150,1,0,0.0,1,88,yes,164.0
18302,1660469419,Manhattan,Chelsea,Private room,300,1,0,0.0,1,365,yes,293.0
18303,1660469470,Queens,Other,Private room,45,2,5,0.12,1,0,no,45.0
18304,1660469478,Manhattan,Other,Private room,95,1,9,0.36,1,0,no,94.0
18305,1660469577,Brooklyn,Other,Entire home/apt,300,2,62,1.19,1,274,yes,303.0
18306,1660469579,Queens,Other,Private room,55,2,12,0.37,2,355,yes,51.0
18307,1660469594,Brooklyn,Bedford-Stuyvesant,Entire home/apt,82,2,134,4.93,2,238,yes,76.0
18308,1660469618,Manhattan,Harlem,Entire home/apt,120,14,1,0.03,1,188,yes,126.0
18309,1660469667,Queens,Other,Private room,80,1,129,5.19,3,180,yes,78.0
18310,1660469680,Brooklyn,Crown Heights,Private room,40,1,0,0.0,1,0,no,51.0
18311,1660469749,Brooklyn,Bushwick,Private room,100,1,0,0.0,1,0,no,90.0
18312,1660469756,Manhattan,Harlem,Entire home/apt,220,3,33,0.51,2,174,yes,233.0
18313,1660469799,Manhattan,East Village,Entire home/apt,195,3,30,0.28,1,248,yes,190.0
18314,1660469916,Manhattan,Hell's Kitchen,Entire home/apt,150,1,23,4.66,1,106,yes,140.0
18315,1660470030,Manhattan,East Village,Shared room,79,1,1,0.03,2,0,no,73.0
18316,1660470086,Brooklyn,Bedford-Stuyvesant,Private room,55,2,3,0.12,1,0,no,60.0
18317,1660470134,Brooklyn,Bedford-Stuyvesant,Private room,48,15,0,0.0,1,0,no,66.0
18318,1660470135,Staten Island,Other,Entire home/apt,100,2,5,0.43,7,312,yes,106.0
18319,1660470174,Brooklyn,Bushwick,Private room,52,1,97,2.55,2,115,yes,33.0
18320,1660470205,Queens,Other,Private room,100,2,3,0.42,1,161,yes,89.0
18321,1660470534,Brooklyn,Bushwick,Private room,35,3,7,0.22,1,0,no,47.0
18322,1660470620,Queens,Long Island City,Entire home/apt,225,2,1,1.0,1,261,yes,193.0
18323,1660470652,Queens,Other,Private room,50,7,0,0.0,2,0,no,44.0
18324,1660470736,Brooklyn,Fort Greene,Private room,135,3,16,0.18,1,0,no,144.0
18325,1660470756,Queens,Other,Shared room,37,1,6,0.33,6,361,yes,49.0
18326,1660470778,Brooklyn,Other,Private room,50,15,0,0.0,1,0,no,50.0
18327,1660470828,Manhattan,Other,Private room,140,5,2,0.05,1,0,no,142.0
18328,1660470996,Manhattan,East Harlem,Private room,50,3,0,0.0,1,41,yes,43.0
18329,1660471024,Manhattan,Upper East Side,Private room,105,2,8,0.3,1,0,no,87.0
18330,1660471035,Brooklyn,Bushwick,Private room,100,1,14,0.37,1,0,no,112.0
18331,1660471044,Manhattan,Midtown,Entire home/apt,170,3,1,0.02,1,0,no,159.0
18332,1660471047,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,130,7,1,0.02,1,0,no,138.0
18333,1660471054,Manhattan,Hell's Kitchen,Shared room,80,1,19,2.82,5,52,yes,76.0
18334,1660471069,Queens,Other,Entire home/apt,119,2,4,2.35,2,311,yes,107.0
18335,1660471134,Manhattan,Harlem,Private room,52,2,88,1.42,1,255,yes,50.0
18336,1660471164,Brooklyn,Crown Heights,Entire home/apt,100,1,15,2.17,1,0,no,97.0
18337,1660471177,Brooklyn,Other,Entire home/apt,225,4,0,0.0,1,0,no,235.0
18338,1660471264,Manhattan,East Harlem,Private room,99,2,80,1.83,4,158,yes,102.0
18339,1660471319,Manhattan,Harlem,Private room,66,3,0,0.0,1,0,no,68.0
18340,1660471331,Manhattan,Financial District,Private room,80,1,1,0.06,1,0,no,74.0
18341,1660471462,Manhattan,Upper West Side,Entire home/apt,250,7,34,0.78,1,147,yes,249.0
18342,1660471481,Brooklyn,Other,Private room,95,1,76,2.44,2,163,yes,93.0
18343,1660471502,Brooklyn,Bushwick,Private room,55,30,0,0.0,1,0,no,53.0
18344,1660471543,Manhattan,Harlem,Private room,69,2,100,3.09,9,345,yes,85.0
18345,1660471565,Manhattan,East Village,Entire home/apt,175,6,23,3.15,1,232,yes,166.0
18346,1660471576,Brooklyn,East Flatbush,Entire home/apt,190,3,1,0.08,1,0,no,201.0
18347,1660471700,Manhattan,Financial District,Entire home/apt,222,29,0,0.0,96,334,yes,232.0
18348,1660471917,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100,3,0,0.0,1,165,yes,103.0
18349,1660472000,Brooklyn,Bushwick,Entire home/apt,399,3,7,5.25,1,358,yes,416.0
18350,1660472087,Manhattan,Other,Entire home/apt,200,29,0,0.0,327,311,yes,216.0
18351,1660472155,Queens,Other,Entire home/apt,169,4,19,1.4,1,128,yes,174.0
18352,1660472220,Manhattan,East Village,Private room,125,1,84,0.78,4,310,yes,128.0
18353,1660472230,Manhattan,Upper East Side,Entire home/apt,400,2,0,0.0,1,0,no,402.0
18354,1660472239,Manhattan,Chelsea,Private room,85,1,1,1.0,5,261,yes,99.0
18355,1660472307,Brooklyn,Other,Entire home/apt,149,2,0,0.0,1,0,no,152.0
18356,1660472336,Brooklyn,Other,Entire home/apt,77,1,5,0.2,1,0,no,67.0
18357,1660472380,Manhattan,Midtown,Entire home/apt,350,5,24,0.7,1,137,yes,342.0
18358,1660472430,Manhattan,Harlem,Private room,75,3,5,0.1,3,325,yes,77.0
18359,1660472553,Manhattan,Chelsea,Entire home/apt,230,2,1,1.0,1,77,yes,252.0
18360,1660472572,Brooklyn,East Flatbush,Private room,99,1,1,0.59,6,365,yes,101.0
18361,1660472620,Brooklyn,Williamsburg,Entire home/apt,249,6,49,1.46,1,0,no,224.0
18362,1660472691,Manhattan,Other,Entire home/apt,229,2,21,0.36,1,0,no,238.0
18363,1660472716,Brooklyn,Bedford-Stuyvesant,Private room,50,2,42,5.02,3,17,yes,49.0
18364,1660472807,Manhattan,Midtown,Private room,120,1,12,1.11,1,0,no,111.0
18365,1660472809,Brooklyn,Greenpoint,Entire home/apt,100,2,13,0.66,1,1,yes,108.0
18366,1660472999,Brooklyn,Williamsburg,Private room,55,30,3,0.28,3,0,no,71.0
18367,1660473069,Brooklyn,Bushwick,Private room,69,2,8,3.75,1,131,yes,82.0
18368,1660473087,Brooklyn,Fort Greene,Private room,75,2,12,0.97,3,89,yes,78.0
18369,1660473088,Manhattan,Upper East Side,Entire home/apt,280,4,23,0.76,1,17,yes,269.0
18370,1660473145,Manhattan,Midtown,Private room,72,6,0,0.0,1,0,no,82.0
18371,1660473186,Brooklyn,Williamsburg,Private room,50,4,0,0.0,1,0,no,50.0
18372,1660473192,Manhattan,Hell's Kitchen,Private room,90,1,1,1.0,1,138,yes,101.0
18373,1660473303,Bronx,Other,Private room,55,1,0,0.0,2,64,yes,54.0
18374,1660473315,Manhattan,East Village,Entire home/apt,280,1,66,3.88,1,257,yes,280.0
18375,1660473383,Queens,Astoria,Private room,100,1,2,2.0,3,179,yes,99.0
18376,1660473471,Queens,Other,Entire home/apt,50,1,1,1.0,1,178,yes,41.0
18377,1660473517,Queens,Other,Private room,50,1,57,7.28,3,342,yes,57.0
18378,1660473597,Manhattan,Upper East Side,Private room,120,1,2,2.0,1,311,yes,105.0
18379,1660473639,Manhattan,Upper West Side,Entire home/apt,165,1,2,1.33,1,346,yes,170.0
18380,1660473648,Manhattan,Upper East Side,Entire home/apt,150,30,26,0.41,1,269,yes,165.0
18381,1660473684,Brooklyn,Williamsburg,Private room,85,1,20,0.42,1,0,no,88.0
18382,1660473687,Manhattan,Harlem,Private room,55,1,20,7.41,3,175,yes,52.0
18383,1660473726,Manhattan,Upper East Side,Entire home/apt,110,7,12,0.14,1,0,no,113.0
18384,1660473741,Brooklyn,Other,Entire home/apt,70,4,128,1.34,2,90,yes,67.0
18385,1660473804,Manhattan,East Village,Entire home/apt,120,4,5,0.49,1,1,yes,126.0
18386,1660473807,Brooklyn,Other,Entire home/apt,195,3,47,2.44,1,0,no,198.0
18387,1660473885,Manhattan,Midtown,Private room,599,3,2,0.07,12,365,yes,606.0
18388,1660473914,Manhattan,East Village,Private room,90,4,3,0.17,1,0,no,74.0
18389,1660473922,Brooklyn,Williamsburg,Private room,88,1,1,0.59,1,0,no,93.0
18390,1660473979,Manhattan,Upper West Side,Entire home/apt,370,30,0,0.0,1,352,yes,367.0
18391,1660474052,Queens,Other,Private room,40,3,11,0.33,1,318,yes,30.0
18392,1660474072,Manhattan,Upper West Side,Entire home/apt,439,5,79,1.15,2,154,yes,458.0
18393,1660474109,Manhattan,East Village,Entire home/apt,200,1,52,1.2,1,74,yes,209.0
18394,1660474205,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,5,1,0.05,1,0,no,80.0
18395,1660474553,Brooklyn,Bedford-Stuyvesant,Private room,45,1,2,0.04,1,0,no,42.0
18396,1660474619,Manhattan,Harlem,Private room,700,28,4,0.05,1,22,yes,712.0
18397,1660474653,Manhattan,Hell's Kitchen,Entire home/apt,200,7,13,0.15,1,327,yes,217.0
18398,1660474671,Manhattan,Other,Private room,79,1,3,0.07,3,0,no,79.0
18399,1660474768,Manhattan,Upper West Side,Entire home/apt,150,14,3,0.98,1,0,no,141.0
18400,1660474920,Manhattan,Hell's Kitchen,Private room,98,5,8,0.98,1,179,yes,98.0
18401,1660475073,Manhattan,Harlem,Private room,60,2,1,0.14,1,83,yes,70.0
18402,1660475098,Brooklyn,Other,Shared room,38,1,1,1.0,2,179,yes,38.0
18403,1660475276,Manhattan,Lower East Side,Entire home/apt,350,2,5,0.74,1,326,yes,354.0
18404,1660475282,Brooklyn,Williamsburg,Private room,80,2,1,1.0,1,10,yes,79.0
18405,1660475365,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,2,6,0.13,1,0,no,129.0
18406,1660475391,Manhattan,Other,Entire home/apt,135,30,0,0.0,23,365,yes,121.0
18407,1660475467,Queens,Other,Entire home/apt,78,4,26,1.53,1,50,yes,63.0
18408,1660475506,Brooklyn,Other,Entire home/apt,75,3,1,0.21,1,94,yes,60.0
18409,1660475526,Brooklyn,Prospect-Lefferts Gardens,Private room,49,10,1,0.03,1,0,no,39.0
18410,1660475838,Manhattan,Harlem,Private room,50,1,3,0.47,1,0,no,52.0
18411,1660475894,Queens,Other,Private room,45,1,84,5.35,2,157,yes,49.0
18412,1660475916,Brooklyn,Williamsburg,Private room,125,1,0,0.0,1,0,no,122.0
18413,1660475932,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,5,18,2.57,3,254,yes,153.0
18414,1660476018,Brooklyn,Bedford-Stuyvesant,Private room,65,2,40,2.2,1,0,no,60.0
18415,1660476102,Brooklyn,Other,Private room,120,3,254,3.05,1,271,yes,130.0
18416,1660476240,Brooklyn,Bushwick,Private room,65,1,0,0.0,2,19,yes,77.0
18417,1660476285,Manhattan,Upper West Side,Entire home/apt,255,2,47,0.92,1,352,yes,256.0
18418,1660476422,Brooklyn,Bedford-Stuyvesant,Private room,31,21,5,0.19,2,0,no,22.0
18419,1660476451,Queens,Other,Private room,45,5,70,2.23,4,250,yes,77.0
18420,1660476457,Manhattan,Upper West Side,Private room,175,10,0,0.0,1,0,no,163.0
18421,1660476527,Queens,Other,Private room,59,1,281,3.7,3,322,yes,69.0
18422,1660476571,Manhattan,West Village,Entire home/apt,200,4,4,0.07,1,0,no,189.0
18423,1660476579,Manhattan,Other,Shared room,49,1,76,3.64,2,0,no,55.0
18424,1660476621,Manhattan,West Village,Entire home/apt,483,30,0,0.0,65,364,yes,478.0
18425,1660476660,Manhattan,Upper East Side,Private room,71,3,55,1.03,5,156,yes,86.0
18426,1660476682,Manhattan,Hell's Kitchen,Private room,65,7,5,0.53,47,356,yes,65.0
18427,1660476707,Bronx,Other,Private room,45,1,18,1.93,1,153,yes,47.0
18428,1660476746,Brooklyn,Other,Private room,130,3,7,0.57,2,48,yes,101.0
18429,1660476821,Manhattan,Other,Entire home/apt,160,3,0,0.0,1,5,yes,165.0
18430,1660476864,Manhattan,Harlem,Entire home/apt,130,1,35,1.63,4,361,yes,126.0
18431,1660476923,Brooklyn,Prospect-Lefferts Gardens,Private room,35,20,0,0.0,1,0,no,35.0
18432,1660477136,Manhattan,East Village,Private room,150,1,16,1.75,3,0,no,155.0
18433,1660477148,Manhattan,Washington Heights,Private room,100,30,9,1.42,2,365,yes,102.0
18434,1660477200,Manhattan,Washington Heights,Private room,46,2,9,0.19,1,0,no,40.0
18435,1660477374,Brooklyn,Greenpoint,Entire home/apt,149,30,2,0.03,52,337,yes,135.0
18436,1660477406,Queens,Other,Entire home/apt,130,1,0,0.0,4,285,yes,123.0
18437,1660477410,Manhattan,Washington Heights,Private room,60,2,90,3.11,3,14,yes,60.0
18438,1660477468,Manhattan,Harlem,Private room,90,1,30,0.84,1,0,no,86.0
18439,1660477576,Brooklyn,Park Slope,Entire home/apt,160,5,16,0.4,1,11,yes,145.0
18440,1660477675,Brooklyn,Bedford-Stuyvesant,Private room,55,2,22,5.2,1,45,yes,52.0
18441,1660477703,Manhattan,Financial District,Entire home/apt,463,2,0,0.0,327,289,yes,465.0
18442,1660477750,Queens,Other,Private room,38,3,32,0.89,5,212,yes,55.0
18443,1660477792,Manhattan,Chelsea,Entire home/apt,380,3,16,0.19,1,0,no,381.0
18444,1660477859,Manhattan,Harlem,Private room,90,1,0,0.0,1,0,no,82.0
18445,1660477905,Manhattan,Other,Entire home/apt,290,4,3,0.08,1,0,no,280.0
18446,1660477941,Manhattan,Hell's Kitchen,Entire home/apt,300,3,6,0.32,1,0,no,308.0
18447,1660477946,Brooklyn,Williamsburg,Private room,110,1,1,0.02,1,0,no,113.0
18448,1660477957,Manhattan,Washington Heights,Private room,87,4,34,1.41,1,31,yes,89.0
18449,1660478093,Queens,Astoria,Private room,110,1,5,0.14,1,0,no,109.0
18450,1660478154,Manhattan,Harlem,Entire home/apt,200,1,10,0.28,1,0,no,204.0
18451,1660478179,Manhattan,Upper East Side,Entire home/apt,275,3,1,0.05,1,0,no,267.0
18452,1660478255,Brooklyn,Bushwick,Private room,53,2,56,1.12,2,81,yes,65.0
18453,1660478419,Brooklyn,Other,Entire home/apt,125,3,93,1.82,1,30,yes,111.0
18454,1660478458,Manhattan,Midtown,Entire home/apt,220,2,15,2.47,13,286,yes,220.0
18455,1660478466,Manhattan,Washington Heights,Private room,52,1,46,2.73,1,21,yes,50.0
18456,1660478601,Manhattan,Other,Entire home/apt,200,3,72,2.55,1,249,yes,206.0
18457,1660478641,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,3,16,0.27,1,0,no,133.0
18458,1660478772,Manhattan,Upper East Side,Entire home/apt,220,30,0,0.0,49,325,yes,220.0
18459,1660478793,Brooklyn,Bedford-Stuyvesant,Entire home/apt,300,2,40,0.68,1,0,no,305.0
18460,1660478838,Manhattan,Upper East Side,Private room,95,2,2,0.07,1,0,no,112.0
18461,1660478959,Brooklyn,Greenpoint,Private room,49,1,2,0.05,1,0,no,61.0
18462,1660478991,Queens,Long Island City,Entire home/apt,189,1,47,3.52,2,324,yes,189.0
18463,1660479015,Manhattan,Chelsea,Entire home/apt,499,6,127,1.68,2,303,yes,491.0
18464,1660479053,Manhattan,Harlem,Entire home/apt,170,2,8,0.59,1,35,yes,169.0
18465,1660479096,Queens,Other,Entire home/apt,100,2,0,0.0,1,0,no,106.0
18466,1660479135,Brooklyn,Clinton Hill,Entire home/apt,124,2,97,2.45,1,104,yes,121.0
18467,1660479162,Manhattan,Other,Private room,70,3,16,0.7,1,0,no,65.0
18468,1660479348,Brooklyn,Bedford-Stuyvesant,Shared room,35,1,2,0.75,17,49,yes,46.0
18469,1660479544,Manhattan,Other,Private room,65,25,20,0.9,5,365,yes,74.0
18470,1660479551,Brooklyn,Williamsburg,Private room,100,1,82,2.95,1,0,no,101.0
18471,1660479679,Manhattan,Hell's Kitchen,Private room,110,5,0,0.0,1,0,no,97.0
18472,1660479806,Manhattan,Midtown,Private room,515,3,0,0.0,1,0,no,521.0
18473,1660479873,Manhattan,Financial District,Shared room,100,10,0,0.0,1,0,no,108.0
18474,1660479887,Brooklyn,Crown Heights,Private room,55,1,63,2.77,2,30,yes,63.0
18475,1660480074,Manhattan,East Harlem,Entire home/apt,159,1,15,5.11,1,152,yes,163.0
18476,1660480122,Manhattan,Harlem,Entire home/apt,203,3,13,0.42,2,0,no,199.0
18477,1660480169,Brooklyn,Park Slope,Entire home/apt,180,3,2,0.07,1,0,no,174.0
18478,1660480246,Brooklyn,Other,Entire home/apt,165,3,55,5.11,1,37,yes,158.0
18479,1660480322,Brooklyn,Other,Entire home/apt,265,2,20,0.79,1,41,yes,265.0
18480,1660480410,Manhattan,Chelsea,Entire home/apt,239,29,3,0.37,96,254,yes,240.0
18481,1660480550,Manhattan,Other,Entire home/apt,365,5,14,0.86,2,50,yes,379.0
18482,1660480645,Manhattan,Upper East Side,Private room,125,3,2,0.3,1,0,no,132.0
18483,1660480663,Brooklyn,Other,Entire home/apt,200,30,143,1.33,2,297,yes,197.0
18484,1660480716,Manhattan,Midtown,Entire home/apt,150,1,1,0.16,1,0,no,158.0
18485,1660480744,Brooklyn,Bushwick,Entire home/apt,89,4,123,1.76,2,18,yes,83.0
18486,1660480852,Bronx,Other,Entire home/apt,50,1,0,0.0,1,0,no,50.0
18487,1660480871,Brooklyn,Bedford-Stuyvesant,Private room,80,2,9,1.48,2,0,no,80.0
18488,1660480894,Queens,Other,Private room,78,2,69,2.65,1,166,yes,56.0
18489,1660480972,Brooklyn,Other,Private room,58,2,12,0.87,1,36,yes,46.0
18490,1660481241,Manhattan,Harlem,Private room,125,2,70,3.24,2,0,no,136.0
18491,1660481351,Manhattan,Upper West Side,Private room,99,1,353,4.33,4,73,yes,104.0
18492,1660481543,Manhattan,Hell's Kitchen,Entire home/apt,302,30,0,0.0,121,364,yes,309.0
18493,1660481626,Brooklyn,Williamsburg,Entire home/apt,198,30,9,0.44,3,298,yes,196.0
18494,1660481680,Manhattan,Harlem,Private room,87,1,269,8.79,2,65,yes,96.0
18495,1660481695,Manhattan,Lower East Side,Entire home/apt,198,3,0,0.0,1,5,yes,195.0
18496,1660481756,Manhattan,East Village,Entire home/apt,100,3,12,1.9,1,80,yes,87.0
18497,1660481768,Brooklyn,Bushwick,Private room,60,2,64,0.89,2,87,yes,58.0
18498,1660481838,Manhattan,East Village,Entire home/apt,167,5,13,2.75,1,91,yes,179.0
18499,1660481924,Queens,Other,Private room,54,2,10,2.34,1,319,yes,36.0
18500,1660482119,Manhattan,Midtown,Entire home/apt,99,2,54,3.54,1,98,yes,109.0
18501,1660482266,Manhattan,Other,Entire home/apt,200,2,81,4.24,2,194,yes,219.0
18502,1660482374,Queens,Other,Private room,38,1,14,1.46,3,24,yes,30.0
18503,1660482393,Manhattan,Harlem,Entire home/apt,170,3,1,0.02,1,0,no,183.0
18504,1660482451,Manhattan,Other,Entire home/apt,250,4,32,1.71,1,188,yes,269.0
18505,1660482545,Queens,Other,Entire home/apt,50,1,14,1.53,1,356,yes,54.0
18506,1660482618,Manhattan,Harlem,Private room,79,1,0,0.0,1,0,no,82.0
18507,1660482680,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3,132,2.53,2,257,yes,129.0
18508,1660482772,Brooklyn,Flatbush,Private room,50,10,8,0.44,5,153,yes,45.0
18509,1660482789,Manhattan,Other,Private room,150,1,0,0.0,1,0,no,150.0
18510,1660482796,Brooklyn,Williamsburg,Entire home/apt,89,30,11,0.34,8,144,yes,92.0
18511,1660482801,Brooklyn,Williamsburg,Private room,70,7,8,0.43,1,0,no,65.0
